iter	Passed	Remaining
264	4493	334665
265	4512	334745
266	4529	334764
267	4546	334741
268	4561	334583
269	4578	334566
270	4595	334588
271	4614	334704
272	4630	334620
273	4639	333996
274	4656	333985
275	4672	333884
276	4688	333821
277	4704	333719
278	4720	333633
279	4734	333443
280	4741	332751
281	4761	332898
282	4776	332806
283	4793	332775
284	4811	332808
285	4826	332711
286	4841	332555
287	4859	332629
288	4875	332560
289	4888	332269
290	4904	332194
291	4921	332196
292	4938	332162
293	4953	332042
294	4970	331991
295	4985	331899
296	5002	331868
297	5019	331846
298	5036	331825
299	5053	331833
300	5069	331788
301	5086	331746
302	5101	331602
303	5117	331548
304	5138	331795
305	5160	332102
306	5182	332427
307	5202	332613
308	5220	332648
309	5240	332886
310	5261	333067
311	5274	332816
312	5293	332934
313	5320	333552
314	5332	333253
315	5353	333461
316	5375	333791
317	5393	333815
318	5414	334029
319	5427	333793
320	5437	333327
321	5444	332720
322	5460	332639
323	5481	332863
324	5503	333182
325	5524	333431
326	5544	333570
327	5557	333340
328	5573	333225
329	5595	333501
330	5617	333791
331	5637	334000
332	5655	334042
333	5674	334114
334	5691	334079
335	5702	333704
336	5720	333778
337	5741	333987
338	5759	334040
339	5779	334214
340	5801	334473
341	5813	334148
342	5832	334279
343	5852	334399
344	5876	334818
345	5893	334761
346	5912	334886
347	5933	335074
348	5943	334630
349	5949	334045
350	5966	334024
351	5977	333642
352	5997	333801
353	6019	334061
354	6040	334262
355	6052	333990
356	6061	333521
357	6076	333409
358	6095	333509
359	6115	333634
360	6136	333862
361	6159	334156
362	6177	334181
363	6195	334223
364	6212	334210
365	6229	334194
366	6246	334162
367	6262	334087
368	6271	333645
369	6287	333551
370	6303	333486
371	6311	332990
372	6325	332869
373	6343	332864
374	6359	332819
375	6376	332807
376	6392	332731
377	6410	332749
378	6433	333056
379	6451	333115
380	6475	333457
381	6495	333603
382	6504	333176
383	6519	333040
384	6533	332856
385	6549	332810
386	6566	332806
387	6574	332312
388	6590	332265
389	6607	332251
390	6615	331764
391	6631	331727
392	6649	331753
393	6666	331728
394	6684	331795
395	6702	331815
396	6718	331742
397	6732	331576
398	6748	331505
399	6765	331485
400	6780	331392
401	6794	331260
402	6810	331155
403	6826	331135
404	6845	331205
405	6861	331167
406	6878	331134
407	6895	331102
408	6911	331036
409	6918	330579
410	6934	330533
411	6953	330571
412	6968	330497
413	6983	330378
414	6998	330296
415	7004	329751
416	7020	329677
417	7027	329193
418	7042	329128
419	7059	329124
420	7076	329083
421	7092	329058
422	7116	329338
423	7130	329232
424	7147	329188
425	7162	329089
426	7178	329044
427	7192	328899
428	7207	328810
429	7213	328299
430	7229	328228
431	7243	328089
432	7260	328093
433	7277	328100
434	7294	328094
435	7312	328104
436	7329	328101
437	7344	328031
438	7361	328018
439	7377	327963
440	7393	327932
441	7410	327889
442	7427	327921
443	7446	327997
444	7464	328009
445	7480	327966
446	7489	327593
447	7503	327469
448	7518	327391
449	7535	327381
450	7550	327272
451	7565	327190
452	7579	327071
453	7594	326958
454	7599	326437
455	7609	326157
456	7624	326052
457	7631	325619
458	7648	325633
459	7663	325549
460	7676	325361
461	7692	325324
462	7709	325332
463	7725	325273
464	7742	325248
465	7757	325203
466	7772	325105
467	7787	325011
468	7804	324993
469	7819	324906
470	7834	324854
471	7851	324822
472	7868	324823
473	7878	324545
474	7893	324450
475	7909	324442
476	7922	324267
477	7937	324185
478	7953	324121
479	7967	323992
480	7983	323989
481	8001	324011
482	8015	323889
483	8030	323825
484	8045	323721
485	8061	323695
486	8077	323650
487	8095	323693
488	8111	323630
489	8125	323542
490	8141	323485
491	8158	323506
492	8177	323557
493	8195	323610
494	8213	323628
495	8230	323656
496	8247	323639
497	8264	323635
498	8280	323591
499	8295	323519
500	8311	323483
501	8332	323640
502	8349	323620
503	8366	323623
504	8377	323392
505	8393	323360
506	8406	323225
507	8424	323239
508	8440	323213
509	8455	323116
510	8469	323025
511	8486	323032
512	8505	323098
513	8521	323046
514	8536	322960
515	8552	322925
516	8567	322857
517	8584	322875
518	8601	322856
519	8618	322855
520	8626	322533
521	8641	322454
522	8657	322397
523	8674	322414
524	8690	322387
525	8704	322269
526	8720	322230
527	8736	322202
528	8751	322132
529	8769	322166
530	8785	322117
531	8802	322113
532	8815	321957
533	8832	321971
534	8848	321941
535	8855	321565
536	8873	321615
537	8889	321562
538	8905	321546
539	8924	321614
540	8940	321574
541	8956	321541
542	8968	321373
543	8985	321356
544	9000	321291
545	9012	321129
546	9029	321125
547	9038	320845
548	9054	320795
549	9069	320730
550	9086	320740
551	9102	320697
552	9119	320690
553	9136	320706
554	9152	320678
555	9169	320682
556	9189	320779
557	9196	320420
558	9213	320416
559	9229	320387
560	9245	320368
561	9262	320356
562	9277	320310
563	9296	320361
564	9312	320316
565	9329	320321
566	9344	320265
567	9360	320234
568	9381	320385
569	9399	320400
570	9406	320063
571	9422	320038
572	9439	320048
573	9457	320062
574	9473	320024
575	9488	319971
576	9505	319989
577	9522	319986
578	9537	319923
579	9554	319910
580	9563	319640
581	9571	319356
582	9589	319371
583	9606	319371
584	9621	319314
585	9630	319042
586	9635	318668
587	9649	318555
588	9664	318504
589	9681	318506
590	9698	318515
591	9716	318535
592	9730	318441
593	9745	318395
594	9763	318415
595	9779	318405
596	9795	318364
597	9802	318025
598	9811	317778
599	9818	317457
600	9835	317476
601	9852	317475
602	9867	317411
603	9883	317397
604	9901	317408
605	9918	317423
606	9932	317346
607	9949	317343
608	9965	317314
609	9982	317306
610	10001	317365
611	10017	317357
612	10034	317347
613	10050	317341
614	10067	317336
615	10083	317317
616	10097	317213
617	10109	317064
618	10125	317031
619	10143	317054
620	10152	316805
621	10165	316707
622	10181	316676
623	10200	316727
624	10216	316708
625	10233	316723
626	10242	316485
627	10253	316296
628	10266	316173
629	10277	315978
630	10291	315903
631	10298	315614
632	10314	315567
633	10324	315365
634	10340	315336
635	10353	315233
636	10372	315297
637	10390	315333
638	10407	315320
639	10424	315336
640	10440	315321
641	10457	315333
642	10474	315335
643	10489	315269
644	10497	315019
645	10511	314918
646	10527	314899
647	10544	314912
648	10562	314951
649	10580	314965
650	10591	314792
651	10608	314792
652	10622	314730
653	10637	314656
654	10655	314702
655	10671	314681
656	10687	314654
657	10703	314627
658	10716	314513
659	10731	314469
660	10743	314317
661	10761	314356
662	10778	314355
663	10793	314297
664	10801	314055
665	10816	313992
666	10824	313743
667	10838	313660
668	10854	313635
669	10859	313296
670	10874	313260
671	10891	313248
672	10908	313257
673	10924	313240
674	10940	313230
675	10955	313169
676	10971	313137
677	10989	313175
678	11005	313170
679	11020	313111
680	11035	313064
681	11051	313042
682	11070	313091
683	11089	313173
684	11111	313314
685	11130	313370
686	11141	313212
687	11160	313268
688	11183	313443
689	11204	313561
690	11225	313671
691	11243	313718
692	11249	313413
693	11263	313328
694	11285	313480
695	11307	313630
696	11328	313737
697	11336	313491
698	11354	313519
699	11374	313622
700	11397	313777
701	11415	313816
702	11430	313773
703	11451	313862
704	11472	313996
705	11485	313870
706	11504	313932
707	11517	313833
708	11538	313941
709	11559	314070
710	11575	314049
711	11596	314148
712	11608	314007
713	11621	313918
714	11639	313944
715	11658	313994
716	11667	313773
717	11688	313893
718	11710	314027
719	11730	314115
720	11744	314039
721	11749	313721
722	11773	313903
723	11787	313847
724	11803	313815
725	11820	313821
726	11826	313526
727	11845	313589
728	11864	313638
729	11880	313605
730	11898	313628
731	11914	313627
732	11933	313664
733	11951	313711
734	11968	313692
735	11974	313431
736	11986	313291
737	12002	313268
738	12014	313132
739	12022	312921
740	12038	312889
741	12054	312851
742	12067	312776
743	12085	312794
744	12100	312746
745	12116	312725
746	12132	312711
747	12148	312673
748	12165	312693
749	12183	312705
750	12189	312433
751	12205	312400
752	12226	312506
753	12244	312545
754	12264	312611
755	12286	312757
756	12305	312795
757	12310	312514
758	12319	312317
759	12337	312327
760	12354	312339
761	12370	312314
762	12386	312287
763	12402	312279
764	12408	312004
765	12423	311941
766	12438	311894
767	12453	311867
768	12468	311809
769	12483	311759
770	12499	311740
771	12513	311675
772	12531	311691
773	12546	311648
774	12563	311643
775	12578	311619
776	12596	311632
777	12612	311612
778	12626	311551
779	12647	311644
780	12657	311486
781	12673	311456
782	12691	311487
783	12707	311466
784	12724	311470
785	12739	311424
786	12755	311400
787	12776	311493
788	12793	311507
789	12806	311420
790	12822	311375
791	12837	311347
792	12852	311293
793	12869	311292
794	12885	311268
795	12901	311261
796	12918	311271
797	12935	311268
798	12952	311262
799	12959	311028
800	12975	311003
801	12983	310801
802	13000	310804
803	13016	310785
804	13032	310768
805	13047	310704
806	13063	310701
807	13081	310716
808	13096	310672
809	13114	310693
810	13132	310716
811	13148	310699
812	13164	310680
813	13179	310649
814	13195	310629
815	13211	310607
816	13228	310611
817	13243	310562
818	13261	310591
819	13270	310393
820	13284	310325
821	13301	310325
822	13317	310305
823	13331	310250
824	13347	310230
825	13363	310197
826	13378	310170
827	13400	310280
828	13411	310156
829	13429	310176
830	13438	309997
831	13457	310034
832	13474	310047
833	13492	310059
834	13507	310022
835	13523	310001
836	13538	309967
837	13553	309917
838	13570	309915
839	13591	310023
840	13605	309956
841	13620	309897
842	13636	309890
843	13643	309660
844	13660	309659
845	13677	309665
846	13693	309645
847	13710	309654
848	13726	309621
849	13742	309621
850	13759	309606
851	13775	309588
852	13792	309597
853	13797	309328
854	13806	309149
855	13823	309146
856	13838	309118
857	13846	308918
858	13862	308899
859	13879	308910
860	13897	308927
861	13913	308914
862	13921	308716
863	13939	308741
864	13957	308753
865	13972	308722
866	13988	308701
867	14007	308745
868	14019	308643
869	14025	308400
870	14040	308361
871	14054	308287
872	14065	308173
873	14072	307961
874	14089	307954
875	14106	307970
876	14124	307976
877	14140	307975
878	14156	307958
879	14175	307992
880	14192	308008
881	14210	308013
882	14225	307992
883	14234	307823
884	14251	307812
885	14259	307635
886	14274	307594
887	14290	307571
888	14299	307395
889	14307	307202
890	14322	307165
891	14339	307173
892	14354	307144
893	14372	307164
894	14389	307172
895	14405	307155
896	14421	307137
897	14438	307130
898	14454	307116
899	14471	307116
900	14481	306978
901	14499	306993
902	14515	306986
903	14531	306969
904	14546	306921
905	14561	306891
906	14578	306894
907	14596	306909
908	14612	306902
909	14628	306886
910	14643	306829
911	14659	306829
912	14668	306650
913	14683	306625
914	14699	306605
915	14715	306593
916	14731	306557
917	14746	306525
918	14762	306513
919	14779	306515
920	14796	306515
921	14801	306275
922	14819	306286
923	14830	306186
924	14848	306204
925	14866	306215
926	14883	306234
927	14890	306033
928	14898	305853
929	14913	305817
930	14928	305770
931	14941	305685
932	14956	305655
933	14973	305660
934	14989	305646
935	15006	305645
936	15023	305641
937	15041	305674
938	15057	305657
939	15074	305660
940	15090	305642
941	15105	305598
942	15121	305587
943	15127	305367
944	15142	305343
945	15160	305361
946	15175	305314
947	15190	305274
948	15205	305243
949	15212	305046
950	15229	305061
951	15246	305063
952	15265	305105
953	15282	305110
954	15293	304992
955	15308	304946
956	15323	304913
957	15340	304921
958	15358	304949
959	15375	304946
960	15391	304930
961	15408	304928
962	15425	304929
963	15441	304920
964	15456	304891
965	15475	304923
966	15491	304915
967	15506	304879
968	15521	304846
969	15537	304819
970	15553	304800
971	15569	304781
972	15579	304657
973	15595	304643
974	15610	304600
975	15625	304572
976	15642	304564
977	15657	304537
978	15672	304493
979	15687	304471
980	15703	304455
981	15720	304446
982	15736	304428
983	15749	304356
984	15766	304366
985	15782	304356
986	15798	304335
987	15815	304339
988	15831	304323
989	15845	304274
990	15861	304247
991	15875	304191
992	15892	304192
993	15908	304172
994	15921	304114
995	15938	304102
996	15952	304062
997	15969	304061
998	15985	304036
999	16000	304018
1000	16011	303901
1001	16029	303915
1002	16043	303873
1003	16050	303683
1004	16064	303630
1005	16086	303715
1006	16101	303693
1007	16119	303716
1008	16134	303670
1009	16150	303669
1010	16162	303571
1011	16180	303601
1012	16194	303538
1013	16210	303530
1014	16225	303492
1015	16240	303458
1016	16255	303428
1017	16272	303426
1018	16287	303394
1019	16305	303401
1020	16318	303340
1021	16334	303324
1022	16350	303300
1023	16366	303283
1024	16382	303268
1025	16399	303283
1026	16415	303262
1027	16433	303280
1028	16449	303276
1029	16466	303275
1030	16483	303275
1031	16494	303168
1032	16510	303144
1033	16527	303150
1034	16543	303138
1035	16565	303229
1036	16587	303329
1037	16603	303316
1038	16620	303319
1039	16638	303333
1040	16648	303205
1041	16665	303206
1042	16680	303173
1043	16696	303163
1044	16716	303208
1045	16730	303164
1046	16746	303141
1047	16764	303162
1048	16780	303148
1049	16795	303118
1050	16814	303160
1051	16830	303137
1052	16846	303118
1053	16862	303106
1054	16878	303084
1055	16894	303085
1056	16911	303080
1057	16927	303058
1058	16943	303041
1059	16958	303018
1060	16974	302999
1061	16989	302959
1062	17005	302944
1063	17023	302961
1064	17041	302986
1065	17057	302962
1066	17072	302940
1067	17088	302927
1068	17106	302947
1069	17124	302952
1070	17138	302904
1071	17157	302943
1072	17172	302919
1073	17189	302904
1074	17204	302872
1075	17220	302865
1076	17236	302842
1077	17251	302822
1078	17268	302813
1079	17283	302782
1080	17300	302774
1081	17315	302749
1082	17329	302706
1083	17346	302695
1084	17363	302692
1085	17379	302688
1086	17394	302655
1087	17410	302643
1088	17417	302469
1089	17435	302475
1090	17452	302489
1091	17467	302452
1092	17482	302414
1093	17499	302413
1094	17516	302414
1095	17533	302423
1096	17551	302442
1097	17567	302428
1098	17582	302387
1099	17597	302352
1100	17613	302338
1101	17629	302318
1102	17645	302305
1103	17660	302274
1104	17676	302267
1105	17693	302253
1106	17712	302294
1107	17731	302332
1108	17753	302419
1109	17769	302393
1110	17785	302391
1111	17801	302370
1112	17812	302265
1113	17828	302249
1114	17844	302243
1115	17862	302259
1116	17880	302268
1117	17896	302258
1118	17912	302236
1119	17926	302192
1120	17934	302033
1121	17949	302013
1122	17965	301993
1123	17982	301983
1124	17997	301961
1125	18012	301918
1126	18027	301887
1127	18046	301924
1128	18060	301870
1129	18076	301856
1130	18091	301836
1131	18107	301804
1132	18125	301825
1133	18142	301825
1134	18158	301820
1135	18175	301822
1136	18189	301770
1137	18207	301775
1138	18224	301784
1139	18240	301770
1140	18256	301748
1141	18272	301742
1142	18291	301774
1143	18308	301764
1144	18325	301763
1145	18340	301736
1146	18355	301705
1147	18370	301676
1148	18392	301763
1149	18399	301598
1150	18414	301561
1151	18432	301575
1152	18447	301548
1153	18462	301515
1154	18478	301496
1155	18494	301476
1156	18511	301481
1157	18527	301463
1158	18543	301446
1159	18559	301436
1160	18575	301417
1161	18591	301403
1162	18608	301396
1163	18624	301386
1164	18641	301378
1165	18656	301351
1166	18673	301352
1167	18692	301382
1168	18706	301338
1169	18721	301311
1170	18739	301320
1171	18756	301318
1172	18773	301312
1173	18787	301264
1174	18803	301250
1175	18819	301243
1176	18835	301223
1177	18854	301263
1178	18871	301257
1179	18882	301156
1180	18897	301133
1181	18913	301110
1182	18931	301122
1183	18948	301125
1184	18964	301116
1185	18980	301089
1186	18996	301072
1187	19012	301065
1188	19028	301045
1189	19042	300995
1190	19058	300981
1191	19074	300973
1192	19091	300966
1193	19108	300963
1194	19125	300961
1195	19140	300930
1196	19154	300893
1197	19169	300855
1198	19184	300824
1199	19202	300839
1200	19222	300881
1201	19246	300994
1202	19263	300992
1203	19279	300971
1204	19294	300939
1205	19309	300916
1206	19324	300879
1207	19338	300841
1208	19357	300863
1209	19374	300868
1210	19390	300856
1211	19407	300855
1212	19424	300854
1213	19440	300833
1214	19456	300807
1215	19473	300811
1216	19488	300782
1217	19504	300765
1218	19518	300723
1219	19535	300722
1220	19552	300723
1221	19568	300694
1222	19583	300662
1223	19602	300700
1224	19617	300669
1225	19634	300663
1226	19649	300630
1227	19664	300604
1228	19679	300578
1229	19695	300556
1230	19712	300550
1231	19729	300548
1232	19745	300536
1233	19763	300560
1234	19779	300540
1235	19793	300494
1236	19810	300486
1237	19824	300442
1238	19843	300475
1239	19860	300477
1240	19881	300531
1241	19897	300513
1242	19913	300496
1243	19927	300456
1244	19943	300438
1245	19959	300419
1246	19976	300417
1247	19992	300402
1248	20008	300388
1249	20023	300353
1250	20040	300354
1251	20058	300360
1252	20074	300345
1253	20091	300353
1254	20108	300340
1255	20122	300293
1256	20137	300262
1257	20152	300233
1258	20168	300224
1259	20185	300218
1260	20200	300185
1261	20215	300150
1262	20233	300168
1263	20248	300145
1264	20264	300129
1265	20284	300158
1266	20299	300137
1267	20314	300103
1268	20330	300080
1269	20345	300059
1270	20359	300014
1271	20376	300001
1272	20392	299987
1273	20409	299990
1274	20426	299989
1275	20441	299955
1276	20460	299982
1277	20476	299968
1278	20493	299966
1279	20509	299944
1280	20526	299947
1281	20541	299915
1282	20556	299893
1283	20573	299885
1284	20591	299904
1285	20608	299899
1286	20623	299860
1287	20640	299869
1288	20656	299854
1289	20673	299847
1290	20689	299829
1291	20704	299799
1292	20720	299775
1293	20735	299752
1294	20752	299751
1295	20768	299735
1296	20786	299744
1297	20801	299713
1298	20817	299692
1299	20833	299679
1300	20846	299628
1301	20862	299612
1302	20878	299596
1303	20895	299584
1304	20907	299511
1305	20922	299478
1306	20938	299470
1307	20955	299458
1308	20968	299398
1309	20984	299390
1310	21002	299407
1311	21020	299408
1312	21037	299407
1313	21053	299390
1314	21068	299370
1315	21084	299351
1316	21101	299352
1317	21118	299347
1318	21134	299324
1319	21148	299285
1320	21163	299248
1321	21178	299228
1322	21193	299191
1323	21210	299193
1324	21231	299247
1325	21248	299243
1326	21262	299197
1327	21277	299168
1328	21293	299156
1329	21310	299149
1330	21327	299141
1331	21342	299122
1332	21356	299077
1333	21372	299058
1334	21386	299012
1335	21402	298987
1336	21418	298974
1337	21433	298951
1338	21448	298916
1339	21462	298878
1340	21476	298830
1341	21493	298833
1342	21509	298817
1343	21526	298805
1344	21542	298785
1345	21559	298794
1346	21576	298784
1347	21593	298777
1348	21608	298760
1349	21625	298748
1350	21642	298755
1351	21659	298741
1352	21672	298694
1353	21688	298676
1354	21703	298645
1355	21717	298596
1356	21734	298603
1357	21751	298597
1358	21766	298570
1359	21781	298537
1360	21795	298496
1361	21813	298498
1362	21829	298481
1363	21845	298463
1364	21861	298447
1365	21875	298403
1366	21891	298388
1367	21906	298365
1368	21921	298333
1369	21934	298277
1370	21949	298252
1371	21965	298229
1372	21981	298212
1373	21996	298191
1374	22011	298162
1375	22027	298139
1376	22045	298148
1377	22060	298126
1378	22077	298118
1379	22093	298104
1380	22109	298083
1381	22125	298066
1382	22140	298036
1383	22156	298024
1384	22171	298000
1385	22188	297988
1386	22204	297979
1387	22222	297984
1388	22238	297972
1389	22254	297951
1390	22268	297916
1391	22283	297876
1392	22299	297864
1393	22316	297863
1394	22332	297841
1395	22356	297943
1396	22374	297944
1397	22388	297903
1398	22404	297884
1399	22423	297906
1400	22436	297856
1401	22452	297838
1402	22468	297824
1403	22483	297800
1404	22498	297769
1405	22515	297758
1406	22534	297779
1407	22549	297756
1408	22565	297741
1409	22581	297725
1410	22597	297711
1411	22611	297665
1412	22626	297633
1413	22641	297600
1414	22656	297578
1415	22672	297554
1416	22687	297526
1417	22709	297592
1418	22726	297592
1419	22742	297574
1420	22758	297559
1421	22773	297532
1422	22788	297498
1423	22803	297469
1424	22820	297469
1425	22838	297471
1426	22854	297463
1427	22872	297468
1428	22888	297460
1429	22904	297435
1430	22920	297418
1431	22935	297390
1432	22950	297367
1433	22966	297344
1434	22981	297321
1435	22996	297286
1436	23012	297277
1437	23028	297259
1438	23045	297248
1439	23062	297252
1440	23077	297217
1441	23092	297194
1442	23107	297163
1443	23123	297150
1444	23140	297137
1445	23157	297137
1446	23172	297110
1447	23189	297104
1448	23207	297118
1449	23222	297084
1450	23236	297045
1451	23252	297024
1452	23267	297003
1453	23281	296962
1454	23297	296940
1455	23313	296925
1456	23328	296897
1457	23344	296880
1458	23360	296865
1459	23377	296867
1460	23392	296831
1461	23406	296794
1462	23423	296792
1463	23438	296760
1464	23454	296748
1465	23468	296707
1466	23485	296702
1467	23500	296674
1468	23516	296654
1469	23531	296622
1470	23549	296632
1471	23566	296628
1472	23582	296611
1473	23597	296586
1474	23612	296554
1475	23628	296541
1476	23645	296534
1477	23663	296550
1478	23678	296522
1479	23694	296497
1480	23710	296491
1481	23728	296499
1482	23746	296500
1483	23761	296475
1484	23777	296459
1485	23791	296416
1486	23807	296404
1487	23824	296402
1488	23843	296417
1489	23857	296372
1490	23873	296361
1491	23888	296335
1492	23903	296303
1493	23920	296301
1494	23934	296261
1495	23949	296227
1496	23963	296195
1497	23982	296205
1498	24002	296248
1499	24019	296245
1500	24040	296287
1501	24064	296364
1502	24081	296364
1503	24100	296389
1504	24118	296387
1505	24138	296430
1506	24160	296486
1507	24181	296528
1508	24200	296549
1509	24215	296516
1510	24234	296542
1511	24253	296558
1512	24276	296631
1513	24294	296641
1514	24316	296697
1515	24339	296756
1516	24360	296804
1517	24377	296800
1518	24395	296805
1519	24416	296857
1520	24435	296874
1521	24456	296921
1522	24478	296977
1523	24501	297038
1524	24519	297041
1525	24535	297026
1526	24555	297065
1527	24575	297091
1528	24597	297147
1529	24620	297217
1530	24637	297212
1531	24655	297214
1532	24679	297294
1533	24696	297296
1534	24716	297326
1535	24739	297386
1536	24760	297426
1537	24780	297468
1538	24802	297512
1539	24817	297489
1540	24834	297483
1541	24856	297535
1542	24877	297578
1543	24905	297698
1544	24925	297736
1545	24944	297752
1546	24966	297801
1547	24985	297821
1548	25006	297861
1549	25028	297921
1550	25044	297903
1551	25064	297928
1552	25082	297935
1553	25098	297915
1554	25112	297882
1555	25130	297880
1556	25147	297877
1557	25163	297864
1558	25177	297823
1559	25192	297793
1560	25208	297776
1561	25226	297774
1562	25241	297749
1563	25258	297734
1564	25273	297704
1565	25296	297772
1566	25317	297820
1567	25339	297862
1568	25358	297886
1569	25375	297882
1570	25395	297911
1571	25418	297966
1572	25439	298013
1573	25459	298044
1574	25480	298085
1575	25497	298074
1576	25512	298049
1577	25530	298048
1578	25551	298089
1579	25567	298071
1580	25581	298029
1581	25596	298002
1582	25613	297995
1583	25628	297959
1584	25642	297920
1585	25655	297873
1586	25670	297843
1587	25688	297839
1588	25701	297792
1589	25718	297784
1590	25734	297763
1591	25750	297752
1592	25766	297735
1593	25782	297716
1594	25799	297706
1595	25816	297694
1596	25832	297682
1597	25848	297665
1598	25867	297674
1599	25883	297659
1600	25905	297707
1601	25920	297681
1602	25935	297651
1603	25950	297625
1604	25963	297565
1605	25979	297554
1606	25996	297549
1607	26011	297509
1608	26025	297468
1609	26041	297453
1610	26054	297404
1611	26068	297366
1612	26084	297342
1613	26099	297313
1614	26114	297280
1615	26130	297271
1616	26147	297259
1617	26164	297253
1618	26179	297221
1619	26194	297189
1620	26209	297166
1621	26224	297138
1622	26240	297117
1623	26257	297108
1624	26272	297077
1625	26288	297060
1626	26304	297039
1627	26319	297012
1628	26335	297001
1629	26351	296981
1630	26368	296967
1631	26383	296939
1632	26398	296911
1633	26411	296859
1634	26425	296827
1635	26440	296796
1636	26456	296775
1637	26472	296753
1638	26486	296720
1639	26503	296712
1640	26518	296680
1641	26535	296669
1642	26550	296645
1643	26567	296639
1644	26582	296603
1645	26598	296589
1646	26614	296577
1647	26631	296563
1648	26646	296540
1649	26663	296526
1650	26680	296523
1651	26695	296498
1652	26709	296450
1653	26723	296414
1654	26740	296403
1655	26756	296391
1656	26773	296377
1657	26789	296365
1658	26805	296350
1659	26821	296329
1660	26836	296304
1661	26854	296307
1662	26871	296297
1663	26886	296273
1664	26901	296237
1665	26919	296243
1666	26935	296221
1667	26949	296185
1668	26964	296161
1669	26981	296146
