iter	RMSE	RMSE
998	1.589662581	1.589662581
999	1.589526992	1.589526992
1000	1.589518126	1.589518126
1001	1.589391282	1.589391282
1002	1.589371809	1.589371809
1003	1.589371156	1.589371156
1004	1.589360059	1.589360059
1005	1.589311429	1.589311429
1006	1.58930229	1.58930229
1007	1.589208451	1.589208451
1008	1.589074564	1.589074564
1009	1.589021354	1.589021354
1010	1.589017818	1.589017818
1011	1.588943713	1.588943713
1012	1.588941917	1.588941917
1013	1.588868897	1.588868897
1014	1.588828359	1.588828359
1015	1.588807899	1.588807899
1016	1.588788147	1.588788147
1017	1.588782324	1.588782324
1018	1.588770081	1.588770081
1019	1.588644429	1.588644429
1020	1.588622606	1.588622606
1021	1.58848818	1.58848818
1022	1.588457865	1.588457865
1023	1.588430923	1.588430923
1024	1.588424501	1.588424501
1025	1.588385856	1.588385856
1026	1.58829082	1.58829082
1027	1.588276776	1.588276776
1028	1.588220601	1.588220601
1029	1.588085378	1.588085378
1030	1.587961469	1.587961469
1031	1.587920636	1.587920636
1032	1.587871525	1.587871525
1033	1.587840218	1.587840218
1034	1.587751302	1.587751302
1035	1.587662272	1.587662272
1036	1.587619198	1.587619198
1037	1.587608416	1.587608416
1038	1.587579064	1.587579064
1039	1.587563544	1.587563544
1040	1.587554776	1.587554776
1041	1.587486593	1.587486593
1042	1.587469493	1.587469493
1043	1.587440029	1.587440029
1044	1.587406698	1.587406698
1045	1.587365034	1.587365034
1046	1.587351745	1.587351745
1047	1.587273204	1.587273204
1048	1.58726705	1.58726705
1049	1.587259424	1.587259424
1050	1.587183984	1.587183984
1051	1.587162959	1.587162959
1052	1.587076946	1.587076946
1053	1.587052378	1.587052378
1054	1.587005093	1.587005093
1055	1.586907468	1.586907468
1056	1.586886057	1.586886057
1057	1.586777637	1.586777637
1058	1.586761945	1.586761945
1059	1.586730453	1.586730453
1060	1.586564207	1.586564207
1061	1.586493856	1.586493856
1062	1.586350912	1.586350912
1063	1.58618637	1.58618637
1064	1.58608199	1.58608199
1065	1.586058279	1.586058279
1066	1.585983491	1.585983491
1067	1.585900467	1.585900467
1068	1.585836302	1.585836302
1069	1.585725193	1.585725193
1070	1.585672744	1.585672744
1071	1.585615221	1.585615221
1072	1.585546465	1.585546465
1073	1.585509386	1.585509386
1074	1.585423829	1.585423829
1075	1.585410469	1.585410469
1076	1.585348902	1.585348902
1077	1.585221725	1.585221725
1078	1.585176185	1.585176185
1079	1.585110027	1.585110027
1080	1.585081556	1.585081556
1081	1.58507152	1.58507152
1082	1.584962812	1.584962812
1083	1.584962266	1.584962266
1084	1.584928665	1.584928665
1085	1.584906028	1.584906028
1086	1.584820547	1.584820547
1087	1.584649955	1.584649955
1088	1.584649409	1.584649409
1089	1.584622349	1.584622349
1090	1.584583339	1.584583339
1091	1.584511209	1.584511209
1092	1.584443932	1.584443932
1093	1.584303258	1.584303258
1094	1.584164536	1.584164536
1095	1.584068428	1.584068428
1096	1.583944914	1.583944914
1097	1.58390365	1.58390365
1098	1.583869644	1.583869644
1099	1.583764838	1.583764838
1100	1.583658006	1.583658006
1101	1.583592931	1.583592931
1102	1.583550565	1.583550565
1103	1.583518845	1.583518845
1104	1.583403151	1.583403151
1105	1.583365039	1.583365039
1106	1.583289195	1.583289195
1107	1.583266807	1.583266807
1108	1.583230276	1.583230276
1109	1.583163818	1.583163818
1110	1.583062243	1.583062243
1111	1.583040125	1.583040125
1112	1.583001622	1.583001622
1113	1.582952741	1.582952741
1114	1.582900746	1.582900746
1115	1.582782439	1.582782439
1116	1.582689798	1.582689798
1117	1.58265003	1.58265003
1118	1.582626431	1.582626431
1119	1.582547547	1.582547547
1120	1.582547274	1.582547274
1121	1.582511546	1.582511546
1122	1.582379278	1.582379278
1123	1.582308249	1.582308249
1124	1.582149954	1.582149954
1125	1.582027875	1.582027875
1126	1.581964756	1.581964756
1127	1.581917155	1.581917155
1128	1.581789483	1.581789483
1129	1.581714219	1.581714219
1130	1.581624521	1.581624521
1131	1.581557778	1.581557778
1132	1.581540941	1.581540941
1133	1.581472991	1.581472991
1134	1.581420073	1.581420073
1135	1.581333256	1.581333256
1136	1.581291048	1.581291048
1137	1.581155015	1.581155015
1138	1.581118052	1.581118052
1139	1.581069332	1.581069332
1140	1.581035046	1.581035046
1141	1.58095581	1.58095581
1142	1.580940443	1.580940443
1143	1.5809201	1.5809201
1144	1.580842225	1.580842225
1145	1.580784472	1.580784472
1146	1.580650036	1.580650036
1147	1.580593698	1.580593698
1148	1.580538562	1.580538562
1149	1.580537687	1.580537687
1150	1.580477133	1.580477133
1151	1.580360396	1.580360396
1152	1.580338678	1.580338678
1153	1.580335176	1.580335176
1154	1.580255467	1.580255467
1155	1.580176683	1.580176683
1156	1.580138658	1.580138658
1157	1.580094613	1.580094613
1158	1.580063863	1.580063863
1159	1.579921376	1.579921376
1160	1.579848432	1.579848432
1161	1.579785225	1.579785225
1162	1.579620876	1.579620876
1163	1.579511135	1.579511135
1164	1.579379218	1.579379218
1165	1.579322671	1.579322671
1166	1.57927291	1.57927291
1167	1.579190684	1.579190684
1168	1.579129969	1.579129969
1169	1.579065803	1.579065803
1170	1.57897245	1.57897245
1171	1.578927332	1.578927332
1172	1.578913589	1.578913589
1173	1.578813766	1.578813766
1174	1.578650794	1.578650794
1175	1.578593454	1.578593454
1176	1.578570835	1.578570835
1177	1.578474989	1.578474989
1178	1.578339315	1.578339315
1179	1.578338712	1.578338712
1180	1.578269365	1.578269365
1181	1.578241154	1.578241154
1182	1.578181663	1.578181663
1183	1.578084752	1.578084752
1184	1.578032103	1.578032103
1185	1.577895514	1.577895514
1186	1.577797106	1.577797106
1187	1.577702747	1.577702747
1188	1.577691623	1.577691623
1189	1.577625152	1.577625152
1190	1.577606355	1.577606355
1191	1.577480691	1.577480691
1192	1.577452411	1.577452411
1193	1.577404345	1.577404345
1194	1.577340876	1.577340876
1195	1.577258548	1.577258548
1196	1.577175175	1.577175175
1197	1.577015268	1.577015268
1198	1.576985281	1.576985281
1199	1.576952441	1.576952441
1200	1.576836156	1.576836156
1201	1.576793663	1.576793663
1202	1.576669744	1.576669744
1203	1.576621819	1.576621819
1204	1.576577511	1.576577511
1205	1.576529309	1.576529309
1206	1.57640131	1.57640131
1207	1.576315478	1.576315478
1208	1.576238911	1.576238911
1209	1.576131185	1.576131185
1210	1.576028333	1.576028333
1211	1.575979894	1.575979894
1212	1.575889047	1.575889047
1213	1.575765441	1.575765441
1214	1.575642922	1.575642922
1215	1.575516498	1.575516498
1216	1.575429685	1.575429685
1217	1.575374203	1.575374203
1218	1.575333757	1.575333757
1219	1.575278931	1.575278931
1220	1.575245068	1.575245068
1221	1.575179756	1.575179756
1222	1.575147483	1.575147483
1223	1.575024147	1.575024147
1224	1.574889164	1.574889164
1225	1.574764546	1.574764546
1226	1.57467028	1.57467028
1227	1.574625149	1.574625149
1228	1.574549708	1.574549708
1229	1.574496995	1.574496995
1230	1.574427314	1.574427314
1231	1.574313313	1.574313313
1232	1.574262515	1.574262515
1233	1.574166022	1.574166022
1234	1.574071884	1.574071884
1235	1.573973073	1.573973073
1236	1.573860192	1.573860192
1237	1.573847558	1.573847558
1238	1.573812071	1.573812071
1239	1.573721264	1.573721264
1240	1.573691982	1.573691982
1241	1.57368116	1.57368116
1242	1.573566995	1.573566995
1243	1.573487162	1.573487162
1244	1.573427766	1.573427766
1245	1.573351278	1.573351278
1246	1.573265994	1.573265994
1247	1.573145919	1.573145919
1248	1.573101843	1.573101843
1249	1.573085466	1.573085466
1250	1.572980601	1.572980601
1251	1.572849895	1.572849895
1252	1.572802458	1.572802458
1253	1.572793993	1.572793993
1254	1.572753315	1.572753315
1255	1.572679983	1.572679983
1256	1.572655355	1.572655355
1257	1.57260137	1.57260137
1258	1.572526986	1.572526986
1259	1.572514176	1.572514176
1260	1.572365782	1.572365782
1261	1.572245253	1.572245253
1262	1.572101013	1.572101013
1263	1.571955164	1.571955164
1264	1.571837024	1.571837024
1265	1.571782075	1.571782075
1266	1.571707543	1.571707543
1267	1.571604566	1.571604566
1268	1.571540643	1.571540643
1269	1.571495587	1.571495587
1270	1.571482053	1.571482053
1271	1.571343795	1.571343795
1272	1.571305006	1.571305006
1273	1.571292516	1.571292516
1274	1.571244812	1.571244812
1275	1.571165687	1.571165687
1276	1.571063776	1.571063776
1277	1.570996308	1.570996308
1278	1.570959161	1.570959161
1279	1.570798787	1.570798787
1280	1.570660193	1.570660193
1281	1.570523679	1.570523679
1282	1.570466373	1.570466373
1283	1.570440279	1.570440279
1284	1.570410936	1.570410936
1285	1.57036794	1.57036794
1286	1.570251442	1.570251442
1287	1.570137027	1.570137027
1288	1.570091325	1.570091325
1289	1.570034223	1.570034223
1290	1.569984884	1.569984884
1291	1.569959718	1.569959718
1292	1.569848256	1.569848256
1293	1.569779966	1.569779966
1294	1.569729186	1.569729186
1295	1.569630762	1.569630762
1296	1.569515201	1.569515201
1297	1.569400402	1.569400402
1298	1.569271987	1.569271987
1299	1.569199484	1.569199484
1300	1.569103726	1.569103726
1301	1.569047746	1.569047746
1302	1.568966747	1.568966747
1303	1.568925529	1.568925529
1304	1.568925088	1.568925088
1305	1.568846948	1.568846948
1306	1.568752381	1.568752381
1307	1.568686137	1.568686137
1308	1.568598285	1.568598285
1309	1.568478348	1.568478348
1310	1.568314964	1.568314964
1311	1.568279021	1.568279021
1312	1.568188941	1.568188941
1313	1.568144671	1.568144671
1314	1.568112914	1.568112914
1315	1.568001432	1.568001432
1316	1.567807393	1.567807393
1317	1.56768508	1.56768508
1318	1.56760401	1.56760401
1319	1.567554925	1.567554925
1320	1.567427076	1.567427076
1321	1.5673124	1.5673124
1322	1.567242675	1.567242675
1323	1.567217244	1.567217244
1324	1.567139405	1.567139405
1325	1.567097092	1.567097092
1326	1.56697693	1.56697693
1327	1.566853448	1.566853448
1328	1.566819237	1.566819237
1329	1.566740772	1.566740772
1330	1.566714616	1.566714616
1331	1.56657406	1.56657406
1332	1.566506951	1.566506951
1333	1.566401867	1.566401867
1334	1.566356166	1.566356166
1335	1.566284246	1.566284246
1336	1.566240032	1.566240032
1337	1.566082542	1.566082542
1338	1.565970031	1.565970031
1339	1.565921447	1.565921447
1340	1.565831121	1.565831121
1341	1.565679608	1.565679608
1342	1.56564112	1.56564112
1343	1.565495333	1.565495333
1344	1.565383111	1.565383111
1345	1.565223215	1.565223215
1346	1.565120199	1.565120199
1347	1.564989941	1.564989941
1348	1.564949227	1.564949227
1349	1.564819894	1.564819894
1350	1.564776247	1.564776247
1351	1.564711271	1.564711271
1352	1.564655243	1.564655243
1353	1.564617172	1.564617172
1354	1.564494444	1.564494444
1355	1.564437469	1.564437469
1356	1.56432893	1.56432893
1357	1.564261393	1.564261393
1358	1.564194074	1.564194074
1359	1.564114648	1.564114648
1360	1.564102709	1.564102709
1361	1.564029745	1.564029745
1362	1.563916976	1.563916976
1363	1.563810999	1.563810999
1364	1.563756708	1.563756708
1365	1.563634742	1.563634742
1366	1.563536984	1.563536984
1367	1.563436788	1.563436788
1368	1.563312086	1.563312086
1369	1.563284988	1.563284988
1370	1.563237979	1.563237979
1371	1.563152918	1.563152918
1372	1.563089202	1.563089202
1373	1.562975646	1.562975646
1374	1.562918229	1.562918229
1375	1.562889022	1.562889022
1376	1.562798354	1.562798354
1377	1.562726491	1.562726491
1378	1.562707018	1.562707018
1379	1.562606934	1.562606934
1380	1.562503469	1.562503469
1381	1.562481447	1.562481447
1382	1.562365135	1.562365135
1383	1.562277481	1.562277481
1384	1.562233763	1.562233763
1385	1.562197237	1.562197237
1386	1.562136803	1.562136803
1387	1.562109242	1.562109242
1388	1.5620322	1.5620322
1389	1.562004692	1.562004692
1390	1.561969545	1.561969545
1391	1.561895762	1.561895762
1392	1.561778134	1.561778134
1393	1.56167871	1.56167871
1394	1.561585758	1.561585758
1395	1.561549494	1.561549494
1396	1.56147619	1.56147619
1397	1.561412516	1.561412516
1398	1.561348231	1.561348231
1399	1.561233219	1.561233219
1400	1.5611841	1.5611841
1401	1.561083642	1.561083642
1402	1.560944629	1.560944629
1403	1.560809813	1.560809813
1404	1.560674543	1.560674543
1405	1.560619534	1.560619534
1406	1.560573497	1.560573497
1407	1.560487183	1.560487183
1408	1.560438483	1.560438483
1409	1.560328835	1.560328835
1410	1.560241399	1.560241399
1411	1.560172355	1.560172355
1412	1.560064461	1.560064461
1413	1.559995299	1.559995299
1414	1.559962767	1.559962767
1415	1.559897923	1.559897923
1416	1.559807968	1.559807968
1417	1.559749326	1.559749326
1418	1.559704539	1.559704539
1419	1.559572998	1.559572998
1420	1.559477591	1.559477591
1421	1.559442831	1.559442831
1422	1.559383011	1.559383011
1423	1.559327014	1.559327014
1424	1.559279276	1.559279276
1425	1.559248116	1.559248116
1426	1.559203148	1.559203148
1427	1.559129511	1.559129511
1428	1.559085649	1.559085649
1429	1.55900197	1.55900197
1430	1.558931263	1.558931263
1431	1.558870702	1.558870702
1432	1.558828663	1.558828663
1433	1.558750072	1.558750072
1434	1.558607855	1.558607855
1435	1.558520489	1.558520489
1436	1.558450426	1.558450426
1437	1.55837337	1.55837337
1438	1.558311511	1.558311511
1439	1.558246543	1.558246543
1440	1.558151166	1.558151166
1441	1.55810994	1.55810994
1442	1.557996687	1.557996687
1443	1.55792377	1.55792377
1444	1.557802068	1.557802068
1445	1.557768492	1.557768492
1446	1.557751453	1.557751453
1447	1.557692956	1.557692956
1448	1.55758711	1.55758711
1449	1.557479259	1.557479259
1450	1.557420141	1.557420141
1451	1.557352193	1.557352193
1452	1.557278302	1.557278302
1453	1.557221897	1.557221897
1454	1.557137062	1.557137062
1455	1.557026292	1.557026292
1456	1.556931008	1.556931008
1457	1.556885973	1.556885973
1458	1.556766578	1.556766578
1459	1.556625291	1.556625291
1460	1.556604463	1.556604463
1461	1.556559642	1.556559642
1462	1.556486269	1.556486269
1463	1.556451997	1.556451997
1464	1.556367176	1.556367176
1465	1.556267685	1.556267685
1466	1.556221297	1.556221297
1467	1.556159631	1.556159631
1468	1.556034235	1.556034235
1469	1.555948002	1.555948002
1470	1.555889992	1.555889992
1471	1.555793582	1.555793582
1472	1.555744625	1.555744625
1473	1.555648817	1.555648817
1474	1.555567231	1.555567231
1475	1.555460796	1.555460796
1476	1.555396209	1.555396209
1477	1.555296989	1.555296989
1478	1.555195206	1.555195206
1479	1.55515429	1.55515429
1480	1.555115153	1.555115153
1481	1.555028591	1.555028591
1482	1.5549264	1.5549264
1483	1.554860624	1.554860624
1484	1.554773547	1.554773547
1485	1.554756198	1.554756198
1486	1.554700646	1.554700646
1487	1.554585699	1.554585699
1488	1.554498718	1.554498718
1489	1.554385703	1.554385703
1490	1.55433264	1.55433264
1491	1.554254546	1.554254546
1492	1.554181731	1.554181731
1493	1.554100959	1.554100959
1494	1.554050279	1.554050279
1495	1.553957872	1.553957872
1496	1.553913864	1.553913864
1497	1.553882484	1.553882484
1498	1.553844094	1.553844094
1499	1.553788843	1.553788843
1500	1.553726913	1.553726913
1501	1.553654241	1.553654241
1502	1.553577948	1.553577948
1503	1.553548788	1.553548788
1504	1.553467815	1.553467815
1505	1.553415334	1.553415334
1506	1.553371311	1.553371311
1507	1.553293557	1.553293557
1508	1.553246636	1.553246636
1509	1.553138539	1.553138539
1510	1.553025425	1.553025425
1511	1.552972706	1.552972706
1512	1.552924049	1.552924049
1513	1.552848723	1.552848723
1514	1.552746055	1.552746055
1515	1.552693326	1.552693326
1516	1.552569711	1.552569711
1517	1.552506173	1.552506173
1518	1.552471758	1.552471758
1519	1.552424756	1.552424756
1520	1.552379479	1.552379479
1521	1.552294659	1.552294659
1522	1.552213454	1.552213454
1523	1.552117651	1.552117651
1524	1.552079216	1.552079216
1525	1.551992429	1.551992429
1526	1.551898674	1.551898674
1527	1.551838619	1.551838619
1528	1.551765802	1.551765802
1529	1.551648576	1.551648576
1530	1.551587787	1.551587787
1531	1.551533682	1.551533682
1532	1.551478961	1.551478961
1533	1.551450876	1.551450876
1534	1.551424128	1.551424128
1535	1.551350066	1.551350066
1536	1.551315681	1.551315681
1537	1.551218485	1.551218485
1538	1.551148483	1.551148483
1539	1.551034666	1.551034666
1540	1.550908688	1.550908688
1541	1.550858016	1.550858016
1542	1.550782143	1.550782143
1543	1.550703702	1.550703702
1544	1.550675324	1.550675324
1545	1.550560636	1.550560636
1546	1.550489711	1.550489711
1547	1.550443263	1.550443263
1548	1.550344785	1.550344785
1549	1.55026872	1.55026872
1550	1.550180884	1.550180884
1551	1.55005361	1.55005361
1552	1.550000288	1.550000288
1553	1.549972009	1.549972009
1554	1.549927776	1.549927776
1555	1.549888004	1.549888004
1556	1.549842319	1.549842319
1557	1.549762993	1.549762993
1558	1.549734598	1.549734598
1559	1.549676635	1.549676635
1560	1.549614429	1.549614429
1561	1.549507641	1.549507641
1562	1.549460828	1.549460828
1563	1.54937356	1.54937356
1564	1.549243039	1.549243039
1565	1.549144708	1.549144708
1566	1.5490721	1.5490721
1567	1.548973033	1.548973033
1568	1.548896398	1.548896398
1569	1.548864359	1.548864359
1570	1.548780853	1.548780853
1571	1.54870834	1.54870834
1572	1.548617288	1.548617288
1573	1.548548731	1.548548731
1574	1.548499266	1.548499266
1575	1.548472969	1.548472969
1576	1.548371072	1.548371072
1577	1.548341367	1.548341367
1578	1.548274193	1.548274193
1579	1.548213271	1.548213271
1580	1.548174349	1.548174349
1581	1.548086953	1.548086953
1582	1.547976429	1.547976429
1583	1.547924208	1.547924208
1584	1.547834061	1.547834061
1585	1.54778217	1.54778217
1586	1.547715364	1.547715364
1587	1.547681233	1.547681233
1588	1.547665089	1.547665089
1589	1.547591741	1.547591741
1590	1.547529396	1.547529396
1591	1.54741643	1.54741643
1592	1.547365196	1.547365196
1593	1.54727781	1.54727781
1594	1.547183098	1.547183098
1595	1.547107883	1.547107883
1596	1.547041215	1.547041215
1597	1.54698153	1.54698153
1598	1.546899152	1.546899152
1599	1.546833816	1.546833816
1600	1.546794468	1.546794468
1601	1.546696373	1.546696373
1602	1.546670213	1.546670213
1603	1.546621135	1.546621135
1604	1.546563111	1.546563111
1605	1.546488257	1.546488257
1606	1.546431961	1.546431961
1607	1.546396404	1.546396404
1608	1.54632937	1.54632937
1609	1.54631338	1.54631338
1610	1.546282629	1.546282629
1611	1.546223753	1.546223753
1612	1.546205413	1.546205413
1613	1.546180867	1.546180867
1614	1.546148771	1.546148771
1615	1.546081223	1.546081223
1616	1.546025471	1.546025471
1617	1.545940526	1.545940526
1618	1.545843104	1.545843104
1619	1.545752946	1.545752946
1620	1.545644214	1.545644214
1621	1.545574014	1.545574014
1622	1.545532117	1.545532117
1623	1.545424488	1.545424488
1624	1.545295647	1.545295647
1625	1.545259113	1.545259113
1626	1.545149283	1.545149283
1627	1.545136078	1.545136078
1628	1.545118117	1.545118117
1629	1.545073465	1.545073465
1630	1.545005422	1.545005422
1631	1.544957634	1.544957634
1632	1.544874364	1.544874364
1633	1.5448503	1.5448503
1634	1.544763835	1.544763835
1635	1.544660406	1.544660406
1636	1.544619099	1.544619099
1637	1.544567996	1.544567996
1638	1.544490359	1.544490359
1639	1.544487337	1.544487337
1640	1.544405889	1.544405889
1641	1.544375548	1.544375548
1642	1.544312177	1.544312177
1643	1.544219691	1.544219691
1644	1.544178485	1.544178485
1645	1.544075856	1.544075856
1646	1.543986324	1.543986324
1647	1.543923608	1.543923608
1648	1.543857699	1.543857699
1649	1.543800971	1.543800971
1650	1.543718143	1.543718143
1651	1.543619516	1.543619516
1652	1.543577566	1.543577566
1653	1.543525364	1.543525364
1654	1.543458429	1.543458429
1655	1.543374967	1.543374967
1656	1.543301751	1.543301751
1657	1.543247188	1.543247188
1658	1.543170437	1.543170437
1659	1.54309962	1.54309962
1660	1.543055583	1.543055583
1661	1.542956858	1.542956858
1662	1.542899873	1.542899873
1663	1.542858407	1.542858407
1664	1.542788361	1.542788361
1665	1.542667595	1.542667595
1666	1.54262842	1.54262842
1667	1.542596307	1.542596307
1668	1.542543007	1.542543007
1669	1.542434329	1.542434329
1670	1.542402604	1.542402604
1671	1.542323793	1.542323793
1672	1.5422438	1.5422438
1673	1.542165374	1.542165374
1674	1.542123776	1.542123776
1675	1.542079542	1.542079542
1676	1.541985969	1.541985969
1677	1.541906576	1.541906576
1678	1.541861663	1.541861663
1679	1.541801778	1.541801778
1680	1.541756526	1.541756526
1681	1.541736226	1.541736226
1682	1.541663269	1.541663269
1683	1.541623565	1.541623565
1684	1.541542863	1.541542863
1685	1.541487172	1.541487172
1686	1.541398779	1.541398779
1687	1.541362153	1.541362153
1688	1.54130006	1.54130006
1689	1.541255803	1.541255803
1690	1.541138843	1.541138843
1691	1.541064343	1.541064343
1692	1.541054413	1.541054413
1693	1.540995113	1.540995113
1694	1.540926441	1.540926441
1695	1.540843627	1.540843627
1696	1.540780111	1.540780111
1697	1.540760191	1.540760191
1698	1.54067922	1.54067922
1699	1.540590612	1.540590612
1700	1.540512494	1.540512494
1701	1.540423428	1.540423428
1702	1.540408948	1.540408948
1703	1.540365844	1.540365844
1704	1.540277723	1.540277723
1705	1.540175902	1.540175902
1706	1.540095966	1.540095966
1707	1.54005392	1.54005392
1708	1.540016588	1.540016588
1709	1.539954273	1.539954273
1710	1.539865399	1.539865399
1711	1.539756587	1.539756587
1712	1.53973497	1.53973497
1713	1.539698866	1.539698866
1714	1.539623959	1.539623959
1715	1.539493285	1.539493285
1716	1.539439429	1.539439429
1717	1.5393667	1.5393667
1718	1.539300315	1.539300315
1719	1.539201798	1.539201798
1720	1.539083615	1.539083615
1721	1.539003286	1.539003286
1722	1.538903571	1.538903571
1723	1.538834749	1.538834749
1724	1.538797894	1.538797894
1725	1.538734518	1.538734518
1726	1.538691366	1.538691366
1727	1.538661643	1.538661643
1728	1.538606802	1.538606802
1729	1.538565614	1.538565614
1730	1.538504982	1.538504982
1731	1.538495991	1.538495991
1732	1.538429062	1.538429062
1733	1.538347687	1.538347687
1734	1.538314361	1.538314361
1735	1.538214657	1.538214657
1736	1.538121636	1.538121636
1737	1.538099714	1.538099714
1738	1.538059524	1.538059524
1739	1.537995781	1.537995781
1740	1.537951091	1.537951091
1741	1.53787981	1.53787981
1742	1.537769958	1.537769958
1743	1.537730491	1.537730491
1744	1.537693215	1.537693215
1745	1.537624789	1.537624789
1746	1.537594146	1.537594146
1747	1.537479888	1.537479888
1748	1.537409484	1.537409484
1749	1.537364665	1.537364665
1750	1.537261582	1.537261582
1751	1.537159279	1.537159279
1752	1.537082393	1.537082393
1753	1.537051513	1.537051513
1754	1.536976084	1.536976084
1755	1.536921521	1.536921521
1756	1.536784935	1.536784935
1757	1.536702404	1.536702404
1758	1.536637985	1.536637985
1759	1.536583016	1.536583016
1760	1.536547682	1.536547682
1761	1.536535584	1.536535584
1762	1.536508914	1.536508914
1763	1.53641382	1.53641382
1764	1.536271787	1.536271787
1765	1.536210895	1.536210895
1766	1.536151746	1.536151746
1767	1.536095521	1.536095521
1768	1.535993253	1.535993253
1769	1.535963816	1.535963816
1770	1.535938655	1.535938655
1771	1.535863396	1.535863396
1772	1.535796972	1.535796972
1773	1.535765673	1.535765673
1774	1.535762295	1.535762295
1775	1.535655557	1.535655557
1776	1.535581805	1.535581805
1777	1.535544533	1.535544533
1778	1.535522069	1.535522069
1779	1.535432657	1.535432657
1780	1.535357824	1.535357824
1781	1.535279327	1.535279327
1782	1.535234783	1.535234783
1783	1.535163432	1.535163432
1784	1.535140173	1.535140173
1785	1.535091177	1.535091177
1786	1.535003711	1.535003711
1787	1.534876023	1.534876023
1788	1.534861772	1.534861772
1789	1.534746015	1.534746015
1790	1.534677909	1.534677909
1791	1.534625574	1.534625574
1792	1.53457949	1.53457949
1793	1.534509799	1.534509799
1794	1.534404326	1.534404326
1795	1.534364885	1.534364885
1796	1.534319808	1.534319808
1797	1.534243117	1.534243117
1798	1.534158815	1.534158815
1799	1.534059179	1.534059179
1800	1.534028352	1.534028352
1801	1.533962637	1.533962637
1802	1.533904472	1.533904472
1803	1.533827705	1.533827705
1804	1.53379225	1.53379225
1805	1.533750313	1.533750313
1806	1.533659783	1.533659783
1807	1.533574942	1.533574942
1808	1.533474253	1.533474253
1809	1.533438791	1.533438791
1810	1.533353035	1.533353035
1811	1.533292874	1.533292874
1812	1.533229157	1.533229157
1813	1.533149649	1.533149649
1814	1.53312839	1.53312839
1815	1.533005678	1.533005678
1816	1.532977536	1.532977536
1817	1.532914709	1.532914709
1818	1.532850018	1.532850018
1819	1.53280422	1.53280422
1820	1.532749395	1.532749395
1821	1.532707993	1.532707993
1822	1.532629981	1.532629981
1823	1.532611535	1.532611535
1824	1.532593089	1.532593089
1825	1.532506045	1.532506045
1826	1.53244946	1.53244946
1827	1.532377698	1.532377698
1828	1.532315297	1.532315297
1829	1.532268524	1.532268524
1830	1.532210181	1.532210181
1831	1.532175988	1.532175988
1832	1.532099133	1.532099133
1833	1.532045243	1.532045243
1834	1.532012738	1.532012738
1835	1.531963642	1.531963642
1836	1.531894565	1.531894565
1837	1.531860985	1.531860985
1838	1.531808328	1.531808328
1839	1.531728407	1.531728407
1840	1.531646281	1.531646281
1841	1.531616647	1.531616647
1842	1.531552014	1.531552014
1843	1.531508773	1.531508773
1844	1.531432394	1.531432394
1845	1.531378141	1.531378141
1846	1.531335065	1.531335065
1847	1.53126754	1.53126754
1848	1.53118793	1.53118793
1849	1.531123675	1.531123675
1850	1.531084262	1.531084262
1851	1.531052189	1.531052189
1852	1.531031804	1.531031804
1853	1.530933602	1.530933602
1854	1.530900283	1.530900283
1855	1.530831611	1.530831611
1856	1.530738084	1.530738084
1857	1.530658559	1.530658559
1858	1.530575303	1.530575303
1859	1.530502944	1.530502944
1860	1.530459504	1.530459504
1861	1.530366237	1.530366237
1862	1.530325053	1.530325053
1863	1.530237937	1.530237937
1864	1.530161663	1.530161663
1865	1.530093296	1.530093296
1866	1.530053517	1.530053517
1867	1.52999074	1.52999074
1868	1.529917392	1.529917392
1869	1.529867946	1.529867946
1870	1.529853366	1.529853366
1871	1.529820137	1.529820137
1872	1.529750342	1.529750342
1873	1.529635724	1.529635724
1874	1.529530876	1.529530876
1875	1.529512788	1.529512788
1876	1.529466833	1.529466833
1877	1.529400866	1.529400866
1878	1.529287861	1.529287861
1879	1.529224996	1.529224996
1880	1.529158509	1.529158509
1881	1.529075001	1.529075001
1882	1.529017102	1.529017102
1883	1.528932286	1.528932286
1884	1.528850123	1.528850123
1885	1.528775986	1.528775986
1886	1.528745391	1.528745391
1887	1.528658297	1.528658297
1888	1.528591729	1.528591729
1889	1.528561244	1.528561244
1890	1.528513337	1.528513337
1891	1.528476063	1.528476063
1892	1.528329163	1.528329163
1893	1.528262015	1.528262015
1894	1.528230731	1.528230731
1895	1.528166917	1.528166917
1896	1.528080526	1.528080526
1897	1.527970649	1.527970649
1898	1.527957126	1.527957126
1899	1.527863876	1.527863876
1900	1.527797896	1.527797896
1901	1.527724047	1.527724047
1902	1.527610409	1.527610409
1903	1.527535702	1.527535702
1904	1.527471519	1.527471519
1905	1.527382089	1.527382089
1906	1.527344221	1.527344221
1907	1.527284389	1.527284389
1908	1.527181134	1.527181134
1909	1.527080477	1.527080477
1910	1.527059417	1.527059417
1911	1.52692863	1.52692863
1912	1.526888146	1.526888146
1913	1.526822237	1.526822237
1914	1.526750776	1.526750776
1915	1.526725917	1.526725917
1916	1.526704682	1.526704682
1917	1.526667476	1.526667476
1918	1.526598556	1.526598556
1919	1.526581623	1.526581623
1920	1.526526009	1.526526009
1921	1.52647515	1.52647515
1922	1.526439468	1.526439468
1923	1.526348108	1.526348108
1924	1.526273679	1.526273679
1925	1.526206328	1.526206328
1926	1.526130476	1.526130476
1927	1.526097902	1.526097902
1928	1.526038984	1.526038984
1929	1.525951679	1.525951679
